Channel address;ISI mean (us);ISI mean std (us);Estimated freq. (Hz)
0;225.89410331384016;136.8113392169257;4426.853048973464
1;91.80096991290579;64.9153650456641;10893.131095986555
2;174.07503753753755;114.30384410104031;5744.649055637055
3;125.02814395471088;81.6687612536427;7998.199192353295
4;174.9496039230479;116.64612807731689;5715.931774500347
5;151.24382846893855;95.33071076667427;6611.840034222444
6;227.62787730061353;148.06944578060768;4393.135023085789
7;123.89087752103646;93.46889339908175;8071.619315394725
8;342.10833948339484;210.88152567594128;2923.0506380232155
9;242.87166055526453;159.9612014850221;4117.400925714237
10;513.4503875968992;293.69063345791676;1947.6078393480195
11;435.78317669172935;268.25751290879913;2294.719148158844
12;839.1708597285068;281.8115847916656;1191.6524369346257
13;264.1940170940171;221.8007639594138;3785.0970699466525
14;995.9791621911924;61.19650267439613;1004.0370702133584
15;999.1738942826321;30.51136220429549;1000.8267887322668
16;872.1431261770244;267.7304685145459;1146.6007929035993
17;1000.2498920086394;15.224215357438514;999.7501704217757
18;797.7732988802757;332.2525110063063;1253.488931509192
19;874.6026440037772;270.7635250356;1143.376374237992
20;1000.1961165048544;13.751591298305476;999.8039219492875
21;1000.2138079827401;15.270064461906765;999.7862377213414
22;978.0293248945148;130.09549829227475;1022.4642293909284
23;1000.2161987041037;17.361115566526003;999.7838480276727
24;1000.2382289416847;26.983821380630186;999.761827797827
25;1000.2612729234089;27.433505756240788;999.7387953223009
26;1000.1451995685006;28.065417804204007;999.8548215113533
27;1000.1885529157669;44.02551389006102;999.811482629733
28;999.8718446601943;58.53043515491586;1000.128171765702
29;1043.021645997745;227.59435241148196;958.7528732861618
30;2083.1779775280897;1004.8999559173304;480.0357966469123
31;3497.3939622641515;1483.4474067412405;285.9271820074332
32;3303.650896057348;1255.8777513350892;302.69542135745115
33;3872.1235294117655;1514.1547804614534;258.2562235952
34;3984.6706896551727;1469.7560564079342;250.9617677054609
35;4381.831279620853;1496.4524420271623;228.21508547141667
36;4715.345918367348;1597.8137053083171;212.07351853122205
37;5420.941176470588;1762.9058505636513;184.469812057815
38;5602.625454545454;1752.5138540983387;178.48774795193427
39;6097.790728476822;1826.8646241979302;163.99382079971642
40;6639.028776978418;2214.050785788252;150.62444125375882
41;7237.305511811024;2497.5126668649223;138.17297036418262
42;8507.5;2968.979873377135;117.54334410813989
43;9682.035789473684;3237.6799019933655;103.28406357340681
44;10225.927272727275;3243.8440224498304;97.79064268010369
45;11542.720512820515;3737.678547226843;86.634688840408
46;12857.497142857144;4605.731642048124;77.77563462695694
47;14059.36875;4841.371314284147;71.12694871169091
48;16430.00357142857;5288.969880325213;60.864259441731285
49;18411.232;5684.466913596734;54.31467052286344
50;20209.49777777778;7545.648272937455;49.48168484916993
51;25974.868571428568;11209.479672485675;38.498751100514305
52;31542.350000000002;14928.70104296945;31.70340827490659
53;29105.620000000003;15045.432725391003;34.357625778114325
54;38166.92173913044;17944.70800360778;26.200698260000234
55;39927.85454545455;17578.70178557324;25.04517238364468
56;48641.37777777778;20222.367310138863;20.558628182133
57;50117.46250000001;26003.43957880561;19.953125120809933
58;66003.87692307692;20013.80673735601;15.150625184721084
59;71357.38333333333;26268.223213794314;14.013966786431585
60;77941.27272727274;25044.271846366606;12.830172834091867
61;78244.81818181818;25416.392867375205;12.780399050532536
62;77797.85454545455;25653.849510191834;12.85382490099049
63;91397.54000000001;44040.156610261976;10.94121351625
