Channel address;ISI mean (us);ISI mean std (us);Estimated freq. (Hz)
0;339.680671668453;260.3233518364702;2943.9414232436957
1;119.30179445350734;99.31118787521669;8382.103593502161
2;295.33755824790313;237.81131909228895;3385.956076607808
3;184.50378420337668;148.2469422324614;5419.943034326657
4;410.83733794295597;301.2004228932673;2434.053353103092
5;279.7096793174463;224.1568032217234;3575.135484907859
6;649.7059466848941;354.72496794460073;1539.1578376378902
7;234.2922129127649;203.7403998251914;4268.174292127816
8;874.2655013799449;274.85241585726914;1143.8172939703045
9;550.3471916618414;348.6523970001066;1817.0348012140778
10;990.8289885297185;83.612174089755;1009.2558974116113
11;854.4928057553957;282.1033288525343;1170.2848675431173
12;997.0816369359917;49.89782560020952;1002.9269048349705
13;523.539173553719;356.127531189239;1910.0767440421391
14;998.6214285714286;36.868549754287;1001.3804745112905
15;1000.2206315789475;15.558668445970179;999.7794170886084
16;882.280965645311;261.5714397744125;1133.4257894463221
17;1000.2374736842106;15.966494719184178;999.7625826961513
18;834.2500438981563;304.2684807284377;1198.6813873300537
19;899.0210028382214;248.58550206904448;1112.321065740385
20;1000.2628029504743;15.416439740483588;999.7372660967706
21;1000.222339304531;17.35916038643995;999.7777101192465
22;998.0808823529413;43.85576881146811;1001.922807741327
23;1000.2037894736843;19.818914579602534;999.7962520480037
24;1000.2926315789474;27.967283299955948;999.707454029242
25;1000.2486828240253;28.57540541035504;999.7513790037463
26;1000.1336842105263;30.361610492361667;999.8663336585531
27;1000.3113684210526;47.93769220474786;999.6887284990631
28;1000.2861959957851;64.75111619615838;999.7138858889278
29;1078.9585421412303;310.150754604805;926.8196700268628
30;2133.615765765766;913.3035399349687;468.68795030725454
31;3294.4334494773525;1299.5303157943606;303.5423283959935
32;3332.4315789473685;1274.1301153580907;300.0811798560242
33;3508.0066666666667;1365.0957513940461;285.06217205972627
34;3728.5;1390.9901847585024;268.20437173125924
35;4294.697737556562;1578.641024662036;232.84525736354684
36;4474.1207547169815;1622.2360475891167;223.50760178873554
37;5319.831638418079;1790.2521387656377;187.9758736683184
38;5570.8164705882355;1812.568731603728;179.50690087882356
39;6311.133333333333;2185.276068438237;158.45014630230176
40;6808.808633093527;2317.5814548010376;146.8685718584601
41;7264.209302325581;2513.4107706936925;137.66123171586722
42;8296.394690265486;3063.969158265742;120.53428475062098
43;9489.118367346939;3439.109965524336;105.38386826758384
44;11197.602409638554;3605.897699635307;89.3048318217863
45;12571.097297297298;4057.349844717006;79.54755073091299
46;14070.654545454547;4403.482506758467;71.06989918411756
47;15482.843333333332;4882.393964725597;64.58761988807828
48;17633.656603773587;6534.354822781174;56.70973539237466
49;19888.24680851064;7402.201327001884;50.280952847592225
50;21775.47906976744;8535.717617998682;45.92321467629047
51;23445.510000000002;9128.744573921434;42.6520898884264
52;26964.333333333336;11205.477179315549;37.08602722114398
53;29676.473333333335;11196.67335863449;33.69672631810923
54;35651.104;11753.120714311764;28.049622250127236
55;38757.434782608696;11177.154734259213;25.801501198648
56;44734.93;10872.814772316326;22.35389660831033
57;44899.840000000004;12866.714514684787;22.271794287017503
58;53151.875;15855.359003642125;18.814011735239824
59;53180.025;17012.367276906978;18.804052837508067
60;65565.80000000002;21624.99156908685;15.251853862837024
61;61104.94285714285;25595.74752788089;16.365288195063016
62;78533.47272727273;26581.7157692717;12.733423918139364
63;77993.40000000001;26108.77086135825;12.8215977249357
