Channel address;ISI mean (us);ISI mean std (us);Estimated freq. (Hz)
0;224.2327255505565;177.0046494553228;4459.652343540442
1;93.59395197153869;65.76708955977143;10684.451066924641
2;173.47719362520607;132.05781899016847;5764.44649064637
3;123.3032678036714;85.19353444454845;8110.08514058396
4;215.1027935498524;176.5972213437583;4648.940088117633
5;158.84448171754445;118.4779969179149;6295.4657863292305
6;339.1972779369628;297.5972500383911;2948.13686619809
7;163.01108433734942;163.24422922810078;6134.552162910054
8;655.4272664359862;538.7804611131547;1525.722305447705
9;350.20687869822484;318.656262973087;2855.4550490760216
10;1457.1544615384616;690.6030178508544;686.2690444938839
11;638.5409305461901;537.5876829015849;1566.0703208870698
12;1803.1607619047622;484.9103825925822;554.5817217892728
13;304.1992287917738;338.1121761716045;3287.3193136347695
14;1900.639357429719;370.27317135174764;526.1387417296907
15;1919.4752032520325;327.6158291336697;520.9757324844676
16;886.7362699156514;674.380515584317;1127.731022094227
17;1853.3792156862748;423.7568194134277;539.5549877415223
18;834.1425795053003;654.837106756226;1198.8358160460575
19;827.1896762904637;664.22988641784;1208.9125730926735
20;2000.5258474576274;26.251279414380974;499.8685726909513
21;1996.2418604651166;69.67479412900583;500.9413036589684
22;987.6705020920502;715.6345781644446;1012.4834121114621
23;2000.3150105708246;26.37031707171657;499.921259759298
24;1287.3972789115646;728.7323459217369;776.7610017363514
25;1501.7546031746033;709.3457117851738;665.8877541550867
26;2000.3932346723047;20.882077972410716;499.90171065731255
27;2000.575;24.507787805826492;499.85629131624654
28;1996.219450317125;92.95866799671178;500.94692737371
29;2000.275;28.348638542326917;499.9312594518253
30;2000.5044397463005;38.99348242489297;499.8739218628367
31;2000.5450317124737;39.921462295974905;499.86377919421113
32;2000.5139830508476;50.59045573281584;499.8715372511259
33;2000.2533898305087;66.38915469706009;499.93666056715693
34;2000.247357293869;87.32086658052253;499.93816832379076
35;2003.4781316348194;189.4436965175298;499.13197664104746
36;2516.0954666666667;1097.0060927479485;397.4411993694357
37;6786.892753623189;2823.2970193061246;147.34283217694124
38;7042.8105263157895;2715.227044640901;141.98876943564696
39;7373.766929133859;2634.8597319582855;135.61589478085966
40;7614.61129032258;2589.7906858130696;131.32646721847792
41;8002.142372881356;2770.296444407973;124.96653438570688
42;9383.94;3258.9909145623615;106.56504623857356
43;9764.695833333333;3345.7654195240048;102.40974394577063
44;11062.345238095239;4348.600314534846;90.3967448562638
45;12904.077777777778;4845.254321332893;77.49488318507414
46;14054.827272727272;5428.213888383919;71.14993166372473
47;15286.949152542373;5794.152591801113;65.41527613007662
48;18834.336170212766;7201.315890875841;53.09451795713081
49;19909.55652173913;7438.457452399194;50.22713584343809
50;23043.048780487807;10861.470338751169;43.397035241568005
51;27956.775;12275.427601793557;35.769504887455724
52;28906.187096774196;10407.168321502802;34.59466987645685
53;28029.112500000003;10519.800150542009;35.67719099204443
54;33350.19259259259;13120.111789212277;29.984834337121942
55;37496.76666666667;10253.474999021326;26.668966124190263
56;42858.32380952381;12895.442097478977;23.332690388087084
57;41220.290909090916;10365.532733005479;24.259896714592458
58;46001.52631578947;13100.589743127175;21.73840913745425
59;54716.4375;21016.10615863684;18.27604364776124
60;64692.78333333335;19867.65091339158;15.457674696842792
61;78479.46;31876.419888067743;12.742187573665772
62;97792.05;39890.85934606449;10.225780111982518
63;98421.975;37884.1044879561;10.160332588326947
