Channel address;ISI mean (us);ISI mean std (us);Estimated freq. (Hz)
0;340.55981375358164;265.5466059244908;2936.3417514773737
1;120.46577980489043;100.80231537087053;8301.112578357328
2;291.9331081081081;237.06835470104247;3425.4422407947027
3;187.0947471965375;155.48856183162255;5344.885492426624
4;418.38644962604496;313.7835892475251;2390.1347686900544
5;274.1767589388697;223.57822475718484;3647.2821542943384
6;634.9583166332665;355.2988997106187;1574.9065313488463
7;231.91360975609757;202.14577179302788;4311.950476091917
8;855.6682268226823;285.2049499288416;1168.6772614115391
9;542.9158195316961;353.2882309613583;1841.906174077911
10;985.2853886010364;106.15596427067904;1014.93436477309
11;851.8413978494624;282.29190903440787;1173.9274500213012
12;995.4544502617802;56.86688238909962;1004.5663061097617
13;525.8991698948533;356.2811855873364;1901.5051881522022
14;1000.2711578947369;16.669727675174972;999.7289156119351
15;1000.2772631578947;15.894228309745163;999.7228136956553
16;903.2769961977187;241.02946486041995;1107.0801140839742
17;1000.2873684210526;16.630938462017095;999.7127141358325
18;829.7631118881119;302.7318172075035;1205.163239571493
19;897.2651558073654;249.31688325496023;1114.4977530083547
20;1000.2711578947368;15.006462808659673;999.7289156119351
21;1000.273052631579;17.1743998637939;999.7270219058079
22;997.1087093389297;53.39722982420433;1002.8996744627647
23;1000.2305263157895;19.297715019818725;999.7695268143449
24;1000.2472075869338;26.241638843024706;999.7528535095539
25;1000.2307368421053;28.36937975842993;999.7693163851035
26;1000.2145263157895;30.935047736506384;999.78551969588
27;1000.2969441517387;48.408613359126306;999.703143997915
28;1000.1983157894736;64.64866146133593;999.8017235318808
29;1079.8352272727273;317.67624497698256;926.067213537419
30;2263.4630071599045;1079.6465770355417;441.8009027922028
31;3436.402898550725;1367.4239310608764;291.0019661611105
32;3254.8865979381444;1160.373967769927;307.23036576250144
33;3754.1675889328058;1404.3990371508792;266.3706337852299
34;3866.13306122449;1358.4036504214757;258.65638460029567
35;4342.522935779817;1515.5051900990195;230.28087929267852
36;4648.3725490196075;1611.5278945561915;215.12905634272173
37;5249.375555555556;1641.360699291976;190.49884875195735
38;5573.47573964497;1730.7958834025324;179.4212528614505
39;5951.581132075472;1776.2317280112125;168.0225771619909
40;6391.02027027027;1988.5648588108052;156.4695397152466
41;6859.779710144928;2484.527476060286;145.77727598469383
42;8155.671304347826;3229.491897060055;122.61406359852872
43;9478.624242424243;3916.7949739677642;105.5005425285475
44;10899.888372093024;4137.583911055775;91.74405882543708
45;12664.116216216216;4346.084471761108;78.9632677817276
46;14761.174603174602;4678.904377178875;67.74528632599032
47;16105.101754385965;5004.020280733977;62.092125541998904
48;17419.396296296298;5069.855045555962;57.40727077967791
49;18094.100000000002;5049.395021721381;55.26663387513056
50;20938.786666666667;6729.84776283487;47.75825915414392
51;22428.487804878052;8251.203861911717;44.58615349816435
52;24896.37297297297;9201.857574884483;40.166493371768695
53;27110.58235294118;9652.68250084098;36.88596530245732
54;33131.67407407408;11499.90733967798;30.182598010720852
55;34600.58461538462;12430.502159659582;28.901245777083354
56;42746.142857142855;17147.570354414405;23.39392359544554
57;42773.46666666667;19466.552055631295;23.378979491959193
58;51206.61111111112;22253.46614055359;19.52872838685109
59;61904.066666666666;27377.590525456315;16.154027576002008
60;74253.89090909093;28667.12822657702;13.467307743163255
61;81859.54000000001;39967.083918749944;12.216047146123712
62;90454.3111111111;43836.67186587668;11.055305023235796
63;102017.15000000001;39275.899087831196;9.802273441279235
