Channel address;ISI mean (us);ISI mean std (us);Estimated freq. (Hz)
0;39.775675234598125;138.08039920767862;25140.993687774502
1;42.32702644032475;142.6760454538173;23625.567021814342
2;43.5803048589692;144.98866871209853;22946.145127623895
3;40.37752194798741;139.6483637843904;24766.25488033062
4;47.35519184069937;152.07130717609212;21117.008740328893
5;43.0968531777601;141.69688977623863;23203.550288818875
6;52.242537233472625;156.95574566057184;19141.489922876182
7;53.12934510188515;159.15436714107693;18821.98995832376
8;54.885225417909616;165.62989289079619;18219.83953579044
9;57.14988573102843;166.47809780235957;17497.847759598746
10;55.17361244695898;167.18996542996268;18124.60623203434
11;64.41802087462015;181.6063227555263;15523.606382542353
12;67.5340166204986;184.48755866644044;14807.352650434092
13;64.76328996282527;183.44685152018988;15440.846204292731
14;76.58937038781599;199.97107595072447;13056.642128488922
15;79.89508679986899;205.79663416483436;12516.414213366119
16;75.21091413596425;201.11237517832183;13295.942636626212
17;90.0526160376488;223.14835379383433;11104.61909937102
18;94.30069578662544;230.00761975306636;10604.375626906338
19;98.85991287610172;236.25790083159526;10115.32350077297
20;97.0450477326969;235.74691986550314;10304.492844956118
21;113.50884780839438;257.5718280696165;8809.885919096138
22;119.04147263196393;264.74288532438544;8400.433713481205
23;115.31525743977326;263.47959870001694;8671.8793523249
24;135.55852304275405;291.0805571114321;7376.887690673704
25;140.58997984451486;296.8190922121919;7112.882447994854
26;135.14243430152143;292.95899147996226;7399.600319236975
27;159.44193864229763;327.3081942618725;6271.875571228878
28;167.76119505494503;337.75239075979437;5960.854056103264
29;175.73221802482462;349.6893880730635;5690.476175852605
30;173.94828815977178;352.0726298218593;5748.834958821201
31;200.28306997742663;384.9157639673381;4992.933252484632
32;209.3632775632776;395.91771318563;4776.386822172106
33;207.49275239107337;397.07194657281417;4819.445443160555
34;237.1195530726257;438.42259648158375;4217.281902912988
35;247.61983261476033;456.9087793282273;4038.448735872343
36;240.71048088779284;448.1800732053888;4154.368336234391
37;276.8424397163121;500.888166907352;3612.1629365234867
38;286.9391764705882;517.8901159801275;3485.059141453631
39;303.23941651148357;540.877197675471;3297.724324575497
40;299.24110260336903;541.6244233795553;3341.786911290246
41;335.23650242886885;570.594122012248;2982.9687183667656
42;350.17448350851765;589.9960154317257;2855.71921169315
43;346.3603151862464;592.6365770564878;2887.166791791016
44;389.3809907370117;666.8968281926298;2568.1787857882387
45;407.5827295703454;717.4723968611986;2453.4896290972706
46;393.80666666666673;711.5057033550567;2539.3170929897915
47;449.5708584686775;803.7280404190685;2224.34346257715
48;469.6867668444014;836.457288472083;2129.0785063384205
49;498.65936213991773;904.1069064593039;2005.376968575619
50;493.3806517311609;901.2191244629373;2026.8326220155304
51;554.9111619919863;1010.786907804666;1802.0902596557276
52;576.8201070791197;1055.4451894175227;1733.642755734995
53;569.9377203290247;1036.001914041657;1754.5776745969729
54;643.1220830586685;1200.4856294734739;1554.9147297882096
55;660.8718538565629;1226.2867702658455;1513.1526545796007
56;651.1482666666667;1226.5475772007362;1535.7485402198208
57;747.5673813169984;1427.821137882618;1337.6720613977138
58;779.2447115384615;1542.205275303503;1283.2939193462112
59;818.8418839360808;1642.003600324013;1221.2369929016243
60;812.0873333333334;1655.3189467610835;1231.3946529560449
61;909.134328358209;1866.207352987324;1099.947465195692
62;939.2846673095468;1958.83872900624;1064.6399699724304
63;948.5720975609756;1983.8634782793704;1054.2161239733477
