Channel address;ISI mean (us);ISI mean std (us);Estimated freq. (Hz)
0;196.67018533440773;458.8247374535529;5084.654790453633
1;121.3987815491732;574.9043642362703;8237.31496510074
2;102.45557187827912;527.3705489424194;9760.328127278775
3;76.8288434303698;454.5253621932957;13015.944993449015
4;94.31490389259153;504.38447671267846;10602.778126549629
5;75.42034291010195;450.0122578944977;13259.02218705052
6;98.02497490463765;300.67858816595844;10201.4818261656
7;93.58397700047917;297.37696111260965;10685.589906003672
8;96.83972235994051;303.0805893713188;10326.341047149346
9;101.05234547171791;257.73568056808205;9895.86135118334
10;89.82264080217412;463.54889333998614;11133.050543486084
11;115.88294039414824;533.3154731665486;8629.397878572447
12;120.35502248875564;294.80035949779966;8308.75171905208
13;91.61884736691198;470.96105277378393;10914.784771251649
14;127.48202143140628;331.6568917600331;7844.243358959175
15;125.98772667542707;583.1998938131885;7937.2810859285255
16;86.44089433826181;463.1030209821173;11568.598493287043
17;126.36107524047965;623.5618339479835;7913.82946130274
18;119.34634327434723;414.5487756607913;8378.974776807794
19;111.96805604203152;396.29694309698255;8931.118707862639
20;90.53772522522523;312.39904855211495;11045.11956217544
21;100.46064732376664;565.111147467337;9954.1464905873
22;94.28013368721126;546.8304983633724;10606.688396493504
23;75.60527933180994;289.7949940082209;13226.589582604227
24;83.8101520181723;516.1668084154203;11931.72874550058
25;78.52514734774067;342.4337375128149;12734.773938998182
26;61.884384268214056;245.4045530943225;16159.165382754472
27;70.60138817856361;333.16267058087124;14164.027447602308
28;65.5876794749077;463.33422312384687;15246.765978091607
29;62.49660031023786;307.73838999069903;16000.870367922802
30;56.04374275782156;271.18848219369517;17843.205160676716
31;56.30239408520127;404.3717824933397;17761.234069136037
32;53.9350643561598;287.9882902109065;18540.814068497395
33;48.75213614427229;361.5331984662361;20511.921714377768
34;49.67047038777302;377.6557748266633;20132.686326364284
35;47.825694547984696;380.9309710920552;20909.26246761927
36;43.1900786072745;235.11705459238226;23153.465616327223
37;45.47611087500591;260.5830728598829;21989.567286186062
38;44.491074479383116;351.9585519246878;22476.418286175438
39;43.98366881190379;348.3044273359391;22735.71139043678
40;42.088499825358014;333.5418455798788;23759.4593332953
41;44.38666298495099;256.38969624589413;22529.289943221087
42;45.17011149629908;265.69244118928566;22138.53291201048
43;44.45110168710243;337.34548629425325;22496.63027564853
44;49.236316299964265;358.65942993675185;20310.211550101805
45;52.402883468834695;367.8005982101144;19082.919370166434
46;53.046663376651864;277.1050112214416;18851.32704576747
47;63.46755782714108;322.5582207662456;15756.081283662736
48;71.41070007369197;371.52567158012357;14003.503662169034
49;82.26647442964973;452.1727368591854;12155.619976824839
50;91.4266867696947;385.21243189910876;10937.725464327677
51;121.09214437367304;443.04161580805754;8258.174014279102
52;153.14412968209004;505.46392798484464;6529.7964869818215
53;183.01067468520955;559.3389773232608;5464.162140924654
54;268.64163220292255;686.127780481105;3722.431224824583
55;371.65949656750576;807.1280761558512;2690.634866687354
56;447.282223242995;903.4730535721718;2235.7248914333222
57;789.9480582524272;1216.1425568162088;1265.9060169250404
58;1149.926066350711;1435.3539505463393;869.6211254463506
59;1661.379794520548;1604.4700645435523;601.9093306046776
60;2192.8842342342346;2049.4445982907564;456.0204247850798
61;3849.719367588933;3623.468900278434;259.75919398672863
62;4049.907053941909;3919.0336831653094;246.91924695572135
63;3462.83475177305;3769.7572159627134;288.7807451649194
