Channel address;ISI mean (us);ISI mean std (us);Estimated freq. (Hz)
0;70.61371182177507;25.79746363478542;14161.555513806474
1;77.37503740452004;28.993567510625866;12924.064834656645
2;102.61748120300751;38.59468571472445;9744.928332646426
3;113.44948620251704;42.238460225850034;8814.495626845895
4;132.7901891891892;49.5254477417243;7530.676822632411
5;145.44988158673775;54.763097129986946;6875.220447695304
6;171.06808288351036;63.042073709265054;5845.625806661754
7;182.842285501582;68.73535780355691;5469.194378405141
8;214.71966783216783;78.8267042219259;4657.235222539716
9;235.1732886548588;85.95320832189223;4252.1835949983415
10;275.37359865470853;100.3838924393007;3631.430191148796
11;298.00473157415837;109.08853481332571;3355.6514177398235
12;346.1837151921044;129.08984032894094;2888.639632991054
13;369.4709289206468;143.34706503476903;2706.572890379625
14;433.92014134275615;166.5924809767872;2304.571520707756
15;487.3571215880894;183.29849354166225;2051.883425323561
16;524.8296098343131;200.13492541195802;1905.3803010765655
17;609.7770186335404;231.42939981598343;1639.9437326137952
18;651.0427339084274;261.8848037020177;1535.9974820649104
19;739.8852830188679;297.42767622299505;1351.5608743017788
20;897.8020146520147;347.59464734142585;1113.831316571056
21;996.3237804878049;377.2916475628208;1003.689783968014
22;1046.1588046958377;430.14674923835327;955.8778222879289
23;1268.7565891472868;482.0286301518212;788.1732465894705
24;1283.8337254901962;548.7513364372554;778.9170670198571
25;1506.9791090629801;605.8668487857537;663.5792055682756
26;1827.3001862197393;688.3605538419728;547.2554578286167
27;2001.4552147239265;755.8741761173411;499.63646083279286
28;1984.8685598377283;840.5899041885311;503.81169828280946
29;2496.563775510204;956.079566972155;400.55055264736336
30;2575.1936842105265;1082.6374871542582;388.32030620895557
31;3197.4091503267978;1168.5433195177134;312.75321767869247
32;2778.96875;1418.2423800897097;359.84571614920105
33;3910.864541832669;1363.1849181579582;255.69793821889579
34;3894.6190476190477;1730.065890190051;256.7645224791226
35;4849.88656716418;1882.9175421975003;206.19038943517373
36;4900.713567839196;2138.464546455953;204.0519173702527
37;6281.918181818182;2273.1148021372323;159.18704622647107
38;5074.707772020726;3029.4231638190845;197.055681809596
39;8092.590082644629;3002.0073344789294;123.56983237599053
40;8920.053211009175;3199.5757619750334;112.10695456006866
41;8099.1483333333335;4357.409370830011;123.46977223325332
42;11107.786363636364;4629.940991749983;90.02693851528392
43;9219.624528301887;5607.210551430865;108.46428690563874
44;9396.065384615385;6601.168080285972;106.42752674298612
45;17451.02181818182;6294.218260961001;57.303234757183276
46;19642.270833333332;6363.197073077022;50.910610513677454
47;13283.323943661971;8919.031739235097;75.2823618727707
48;21432.47272727273;6464.8822523329145;46.65817205158527
49;13311.980281690143;10517.300499045225;75.1203035791333
50;18910.356;12369.134899889488;52.88107743714608
51;32637.703448275865;10469.152568493864;30.639410692140057
52;35090.88148148148;13506.908133111874;28.49743174812323
53;21714.371428571427;15371.484896675;46.052449792961355
54;50250.61111111112;19766.605167804515;19.900255497169187
55;28371.60625;24090.080978199538;35.24650635527553
56;56676.70588235295;22445.458484813684;17.643932977963765
57;20164.541666666668;20599.001662578954;49.592002463069456
58;62521.728571428575;24446.351618257268;15.994439418890028
59;46099.09473684211;35087.97523335151;21.692399942092706
60;97324.86666666665;30499.42650389785;10.274866375362791
61;73326.96666666667;48199.67387557953;13.637547623452763
62;125452.77142857143;55455.27041266718;7.971127210763664
63;38315.217391304344;41564.92637044564;26.09929078014185
