Channel address;ISI mean (us);ISI mean std (us);Estimated freq. (Hz)
0;77.6844483756835;28.445389650525154;12872.589313680655
1;84.1924183006536;30.12494211985796;11877.554062278752
2;98.75281128603558;34.70751071614594;10126.293995859212
3;110.03451418156965;38.679814608090425;9088.057573916169
4;128.17436305732485;45.54885784547676;7801.872200860939
5;139.25660322952712;48.56480049196261;7180.988023611122
6;161.36441102756893;56.95345828790601;6197.1533477053445
7;172.84970477724104;61.60338386164319;5785.372912778438
8;201.0972106577852;70.89293425375438;4972.719396400471
9;221.4141219624026;77.79891479956943;4516.423754442392
10;257.753829730451;90.88804007866904;3879.6707736438343
11;280.229483459083;99.67082601768828;3568.5038835180685
12;325.0979468192528;112.37427392908492;3075.996049141392
13;349.06252258764005;120.4623605917305;2864.8162873140514
14;402.7393408427201;142.74023916978425;2482.9955720430235
15;452.3149414519907;164.30947631302675;2210.848920422279
16;492.3623469387755;179.45475841264684;2031.0245213051367
17;575.3215008933889;216.61793464342378;1738.1585747223917
18;626.8785204412719;236.3098094882382;1595.2053984814804
19;702.0564774381368;259.58530092270547;1424.3868294600518
20;833.8819360414867;309.4199325942945;1199.2105318255135
21;915.2675521821633;343.54667737496;1092.576698054923
22;988.1611054247697;385.34332233951216;1011.9807332126692
23;1187.1204433497537;458.31348482261143;842.3745085024843
24;1285.1413333333333;519.9517827628083;778.1245331252802
25;1458.2986384266264;559.2175071884872;685.7305997891559
26;1670.3857885615253;592.2493714607125;598.6640971491761
27;1836.0524714828898;656.3449136024178;544.6467437787053
28;2006.552916666667;749.7610827455808;498.3671208936884
29;2332.294430992736;868.8720460124536;428.7623323674242
30;2457.412244897959;972.7168195700913;406.93213036444513
31;2937.296951219512;1080.4964575919469;340.4490647718878
32;3087.948076923077;1213.8411019427244;323.8396420824633
33;3747.866926070039;1334.3464738411913;266.8184382545797
34;3883.1392712550614;1507.4909018451917;257.52359885788803
35;4588.282296650717;1739.8317746656853;217.94648527401299
36;5240.0295081967215;2170.928899270227;190.8386199802404
37;6136.99358974359;2331.373696125211;162.94623505412218
38;6179.0;2732.29000067566;161.8384851917786
39;7625.92380952381;2828.506196682484;131.1316536825515
40;8731.278899082568;3048.5262694335256;114.53075907414598
41;8684.95229357798;3376.201357195627;115.14168025303283
42;10631.332584269663;4241.851888449783;94.06158560777418
43;10542.821978021977;4560.132526072154;94.85126487809842
44;11727.626829268293;6302.609321795429;85.26874316160279
45;15750.73898305085;6927.450231568122;63.48908461222588
46;17210.844444444447;6669.3195951107655;58.10290152978483
47;15898.953333333335;6696.187667657536;62.89722216514882
48;19801.072340425533;8153.46567998952;50.502315369982114
49;17558.47547169811;8855.424082893427;56.9525527208706
50;21664.000000000004;10989.706211025446;46.15952732644017
51;35863.19230769231;11483.705990727874;27.88374195527233
52;37292.8;10778.200944795954;26.814827527029344
53;34533.78518518518;15557.129627939767;28.95715006732002
54;44379.51;14882.963914956612;22.532921161139456
55;36851.475;18688.030548260256;27.135955887790114
56;49051.68421052631;17503.530625901054;20.38665982819411
57;28231.32727272727;22207.02750385865;35.421643139181946
58;62439.41333333334;22561.54862113464;16.015525236624047
59;51599.03529411765;32520.912335529956;19.380207290697182
60;72685.51666666668;30476.849561315485;13.757899040409471
61;72079.48333333334;28069.542309468747;13.873573363109104
62;86320.24;22049.989285766096;11.584768531690829
63;71423.96666666667;54101.56417694616;14.000902591520399
